,id_factura,user_id,email,nombre,ciudad,direccion,documento_identidad,subtotal,precio_envio,total,fecha
4979,159,donald.mccormick2057,bolanosamparo@example.net,Donald Mccormick,Medellín,"Avenida Norte de Santander # 62-93 Sur, Pinchote, 506874",6620517548,15212270,10000,15222270,2023-08-01
13153,160,kelly.torres8057,lopezcarlos@example.com,Kelly Torres,Medellín,"Avenida Nariño # 72-3 Sur, Sesquilé, 940451",317592144,536271,10000,546271,2023-12-27
2178,161,christopher.strickland7626,maria59@example.com,Christopher Strickland,Bogotá,"Cl. 148 # 44-48 Este, Villa de San Diego de Ubaté, 502299",2634976843,9738945,10000,9748945,2023-01-04
9948,162,kareem.lynch5977,uguerra@example.com,Kareem Lynch,Cali,"Cl. 37 # 6-4, El Molino, 230730",8078235459,31622850,10000,31632850,2023-10-09
14951,163,georgia.wertz2197,felipe92@example.org,Georgia Wertz,Cali,"Avenida calle 37 # 60-42, Saldaña, 954589",1679068803,37656288,10000,37666288,2023-01-03
14178,164,tamra.heath4379,jhon36@example.org,Tamra Heath,Medellín,"Calle 4Z Bis # 65-8 Sur, El Calvario, 257529",1263863119,4968138,10000,4978138,2023-12-14
12554,165,lewis.bernier6034,andresgonzalez@example.com,Lewis Bernier,Medellín,"Transversal 77 # 13-83 Sur, Chinavita, 119825",8122137831,22877982,10000,22887982,2023-03-15
7862,166,bernadette.reeves8151,morenokevin@example.net,Bernadette Reeves,Medellín,"Avenida calle 198 # 71-7 Sur, Gutiérrez, 230681",7289969505,4904034,10000,4914034,2023-09-07
5984,167,vida.flores9468,ggonzalez@example.com,Vida Flores,Cali,"Diagonal 8ª # 79-28, Puerto Nare, 948372",4434353922,13978953,10000,13988953,2023-08-24
14825,168,cami.felton4319,perezroberto@example.net,Cami Felton,Cartagena,"Cr. 24 # 62-86 Sur, Pandi, 682065",4047971468,18112272,10000,18122272,2023-06-18
10066,169,erin.bonaccorsi2769,pedrazadario@example.net,Erin Bonaccorsi,Bogotá,"Av. carrera 42 # 54-3, Concepción, 910870",9279172287,5189605,10000,5199605,2023-07-28
2518,170,julie.campbell5992,cristinajimenez@example.com,Julie Campbell,Cali,"Cr. 10 # 50-74 Este, Sotará Paispamba, 546120",1593978573,19554966,10000,19564966,2023-01-22
3270,171,cliff.rains4088,jesusrestrepo@example.org,Cliff Rains,Medellín,"Av. calle 53 # 22-1, Paime, 477711",858838425,7085426,10000,7095426,2023-01-08
8519,172,gregory.mohler1022,juanmedina@example.net,Gregory Mohler,Cartagena,"Dg. 71 # 7-40 Este, Soacha, 112787",7822047072,1719508,10000,1729508,2023-06-05
10416,173,kenneth.mathis6784,aalvarado@example.com,Kenneth Mathis,Cartagena,"Cr. 2ª # 25-30, Toro, 812984",4227665727,689252,10000,699252,2023-10-20
13878,174,janice.burgess8516,alexanderlopez@example.com,Janice Burgess,Cali,"Av. calle 38 # 1-28, Papunahua, 911506",1492331505,3340621,10000,3350621,2023-06-13
7183,175,derrick.london4120,hramirez@example.org,Derrick London,Cartagena,"Calle 91 # 1-41 Este, La Guadalupe, 869600",2095172974,11742003,10000,11752003,2023-07-15
13713,176,keith.dickerson6500,sanchezdavid@example.com,Keith Dickerson,Medellín,"Avenida Cundinamarca # 24P-20, Rovira, 203745",5296144868,7463876,10000,7473876,2023-11-01
10410,177,frank.gilbert5737,rogerospina@example.org,Frank Gilbert,Medellín,"Av. Santa Rosalía # 5O-87 Sur, Baranoa, 503066",3497891240,22751330,10000,22761330,2023-07-25
20,178,julie.harris9828,johancamacho@example.com,Julie Harris,Cartagena,"Cl. 8ª # 2E-3, Pesca, 703014",4404892808,4910604,10000,4920604,2023-09-13
6774,179,caroline.rees1695,pblanco@example.net,Caroline Rees,Medellín,"Calle 166D # 64-6 Sur, Coello, 152566",4184006580,11755480,10000,11765480,2023-01-21
1968,180,nancy.lewis7048,munozcarmen@example.org,Nancy Lewis,Cartagena,"Av. Milena Bermúdez # 4-24, San José del Palmar, 540898",4494624661,95526,10000,105526,2023-11-05
6422,181,edmond.williams5785,kchaparro@example.com,Edmond Williams,Cartagena,"Carrera 52R # 50-60 Sur, San Pedro, 945016",1461653779,102775,10000,112775,2023-09-27
6629,182,betty.zwiebel5934,linda19@example.net,Betty Zwiebel,Medellín,"Cr. 40 # 9-40 Este, Popayán, 233780",983734143,5852238,10000,5862238,2023-06-24
3981,183,benjamin.gregory7451,paula53@example.org,Benjamin Gregory,Bogotá,"Calle 5 Este # 72-62 Este, Ponedera, 448386",4194560543,3691397,10000,3701397,2023-03-10
2033,184,leroy.shoulders5275,jaimerojas@example.net,Leroy Shoulders,Cali,"Cl. 45 # 54-2, Palmira, 953935",7326398417,2962046,10000,2972046,2023-04-24
10866,185,jerry.whitt4225,portillagustavo@example.com,Jerry Whitt,Cali,"Calle 62 # 33-1 Sur, La Vega, 198723",3533503295,11686152,10000,11696152,2023-02-28
609,186,william.gilmore5559,ygonzalez@example.net,William Gilmore,Bogotá,"Cr. 26 # 58-99 Este, Quípama, 635785",3221574001,17573013,10000,17583013,2023-06-14
5813,187,julie.neal1962,gmesa@example.org,Julie Neal,Bogotá,"Transversal 60 # 3D-4, Guatapé, 887003",8877877134,315392,10000,325392,2023-10-17
1876,188,regina.hale7267,rengifoemilio@example.org,Regina Hale,Medellín,"Transversal 97 # 39Y-3 Este, Margarita, 138976",9005106190,10618370,10000,10628370,2023-04-18
3082,189,samuel.culver6196,rubiela98@example.com,Samuel Culver,Medellín,"Carrera 65 Bis P # 35-1 Este, Fúquene, 449766",8386446650,540610,10000,550610,2023-04-28
7264,190,pablo.davis5615,romerosebastian@example.net,Pablo Davis,Medellín,"Av. carrera 7ª # 41X-52 Este, Paz de Ariporo, 662117",5571855873,6409737,10000,6419737,2023-10-05
183,191,gregory.forte3722,castrofidel@example.org,Gregory Forte,Medellín,"Calle 7ª # 62-8 Este, Saldaña, 995959",3540672570,13567275,10000,13577275,2023-08-03
6461,192,aisha.mounsey5718,nidiamartinez@example.org,Aisha Mounsey,Cali,"Carrera 20S # 91-16 Sur, Tello, 082320",4304807642,35183556,10000,35193556,2023-11-02
3640,193,madeleine.barger879,ltovar@example.net,Madeleine Barger,Cali,"Calle 9ª # 83-85 Sur, Timbío, 885488",5693915503,4855930,10000,4865930,2023-12-08
7897,194,camille.grissett4642,valeriahernandez@example.org,Camille Grissett,Medellín,"Cl. 165B Este # 4-8 Sur, Aipe, 189062",7000541455,912318,10000,922318,2023-11-13
8597,195,eleanor.loya6555,angie09@example.net,Eleanor Loya,Cartagena,"Cl. 8ª # 88-7 Este, San Marcos, 176465",2597417708,11471128,10000,11481128,2023-01-24
3303,196,gretchen.luevano9576,ramosmaria@example.org,Gretchen Luevano,Bogotá,"Avenida carrera 139 # 68-84, Cogua, 508662",8097821753,10789371,10000,10799371,2023-04-19
7264,197,debra.coffelt6632,martinezaura@example.net,Debra Coffelt,Medellín,"Calle 171 # 7-9, Medina, 683882",2064543510,6409737,10000,6419737,2023-04-29
505,198,cindy.florence6147,yohanablanco@example.net,Cindy Florence,Medellín,"Diagonal 167O # 8-71 Sur, Saravena, 762794",2509277034,17837526,10000,17847526,2023-04-20
8147,199,amber.torres3140,lucila55@example.org,Amber Torres,Bogotá,"Cr. 98P # 2R-45 Este, Caldono, 251624",3402324615,18422235,10000,18432235,2023-07-12
5145,200,patrick.mendelson6626,mlopez@example.org,Patrick Mendelson,Medellín,"Cl. 176 # 91-89, Puerto Rico, 506090",8722589620,13745650,10000,13755650,2023-03-18
5617,201,robert.sherman6556,cristianmelo@example.com,Robert Sherman,Medellín,"Cl. 91 # 4-35, Pensilvania, 411603",4198967113,7495422,10000,7505422,2023-08-31
5006,202,dolores.pickard1919,paola37@example.net,Dolores Pickard,Cali,"Calle 3ª # 27O-88 Sur, Páramo, 949965",5082107023,21561687,10000,21571687,2023-08-12
2189,203,bertha.newby7065,omar70@example.net,Bertha Newby,Cartagena,"Av. carrera 60 # 2-69 Este, Tibú, 183483",8760411491,16536732,10000,16546732,2023-10-03
11476,204,joseph.washinton3689,klondono@example.com,Joseph Washinton,Cali,"Carrera 184 # 6-93, Pital, 279577",2988441428,15637428,10000,15647428,2023-08-10
7796,205,janet.padilla5420,angelaherrera@example.net,Janet Padilla,Medellín,"Cl. 101 # 34-7 Sur, Mercaderes, 505229",6619762721,14802652,10000,14812652,2023-07-19
9003,206,adam.field8395,correacarmenza@example.org,Adam Field,Cartagena,"Calle 115J Bis # 6-7 Sur, Sutatenza, 181526",4882034744,36383715,10000,36393715,2023-08-19
3718,207,corrine.reed3081,gonzalezfernando@example.com,Corrine Reed,Cartagena,"Cl. 78 # 9-8 Sur, Chaparral, 631045",5542874130,17352175,10000,17362175,2023-11-09
1741,208,maureen.willson4204,mauriciomendez@example.net,Maureen Willson,Cartagena,"Dg. 37 # 7Q-86 Este, Almaguer, 866310",7175648158,5584104,10000,5594104,2023-12-02
696,209,william.gutierrez7357,alberto12@example.org,William Gutierrez,Cali,"Cr. 66J # 90O-8, Barranca de Upía, 258982",9782385203,6019032,10000,6029032,2023-12-27
1979,210,edna.sears383,torocarlos@example.com,Edna Sears,Bogotá,"Calle 168 Sur # 3-42 Sur, La Paz, 054338",3932621607,20051185,10000,20061185,2023-12-12
5656,211,ella.pearson8210,bhernandez@example.net,Ella Pearson,Bogotá,"Cr. 59 # 8-74, Colón, 639406",1702950655,6497094,10000,6507094,2023-05-14
13307,212,ella.yoshida5675,gaguirre@example.org,Ella Yoshida,Cali,"Calle 55 # 92-5 Este, Paratebueno, 204416",6823806721,12154779,10000,12164779,2023-06-19
8642,213,heidi.coleman2038,xcontreras@example.com,Heidi Coleman,Cali,"Cr. 45N # 90-4, Fuente de Oro, 180005",2331740773,27207711,10000,27217711,2023-07-17
14535,214,donald.mcmahon4060,naranjosonia@example.net,Donald Mcmahon,Bogotá,"Calle 72 # 86-5 Este, Tenza, 279404",6609098505,10776108,10000,10786108,2023-10-04
12085,215,george.bubert1748,uojeda@example.com,George Bubert,Bogotá,"Cr. 7B # 8B-44 Sur, Leticia, 197556",7238000391,10201674,10000,10211674,2023-06-28
7493,216,christina.willcox3158,avilajavier@example.org,Christina Willcox,Bogotá,"Cl. 19 # 4V-5 Este, Turbaco, 705338",44674142,893788,10000,903788,2023-03-12
2468,217,geraldine.rogers757,wsalgado@example.com,Geraldine Rogers,Medellín,"Carrera 5O # 37-4, Tibirita, 701580",1813134164,2790829,10000,2800829,2023-11-29
869,218,amy.golka1039,ruizdario@example.com,Amy Golka,Cali,"Cr. 46 # 6-67 Este, Leiva, 739329",2189315291,23802432,10000,23812432,2023-03-07
2808,219,brenda.young1100,ricardomarin@example.net,Brenda Young,Bogotá,"Dg. 19 # 71-58 Sur, Güicán de la Sierra, 057131",7938295812,5358168,10000,5368168,2023-07-27
6165,220,mary.howe3632,fvillegas@example.org,Mary Howe,Medellín,"Calle 153J # 5-89, Manaure, 277649",5827960613,3620340,10000,3630340,2023-09-04
11560,221,alison.martinez7524,ufernandez@example.com,Alison Martinez,Medellín,"Carrera 135Q # 99-7 Este, Carmen del Darién, 508895",6506782634,4178724,10000,4188724,2023-11-10
12365,222,hector.ginn221,nmunoz@example.com,Hector Ginn,Bogotá,"Carrera 6ª # 82-6 Sur, Santa María, 862209",6618149978,11966796,10000,11976796,2023-12-18
2267,223,john.holland8626,johanvelasco@example.org,John Holland,Cartagena,"Tr. 2 Sur # 49-1, Buriticá, 634175",5108743220,2988498,10000,2998498,2023-03-13
2737,224,santos.thompson9264,rosarioarrieta@example.net,Santos Thompson,Cartagena,"Cr. 2ª # 1-90 Este, Anserma, 194186",6107695828,5546698,10000,5556698,2023-09-24
10609,225,jesus.renteria8372,martha13@example.com,Jesus Renteria,Cartagena,"Calle 112 # 65S-5 Este, Ubaque, 053021",5480741359,9762785,10000,9772785,2023-10-29
5423,226,adolfo.nichols3181,luisocampo@example.org,Adolfo Nichols,Cartagena,"Cl. 19 # 5-76 Sur, La Unión, 549297",7402817308,3726735,10000,3736735,2023-01-23
1485,227,joseph.carlson8062,diegogranados@example.com,Joseph Carlson,Cartagena,"Carrera 47 # 6-8, Santo Tomás, 177033",6338023229,1657168,10000,1667168,2023-05-09
5582,228,dave.rivera9879,wsantos@example.com,Dave Rivera,Cartagena,"Calle 197 # 28-4, Bolívar, 470262",3718315992,1339668,10000,1349668,2023-12-17
5677,229,william.gutierrez7357,alberto12@example.org,William Gutierrez,Cali,"Cr. 66J # 90O-8, Barranca de Upía, 258982",9782385203,22439010,10000,22449010,2023-11-22
10071,230,glenna.bailey630,maldonadotatiana@example.org,Glenna Bailey,Cali,"Cl. 23 # 2-8 Este, Güepsa, 862809",5527823388,7909800,10000,7919800,2023-01-26
4752,231,manuel.paradise1183,david97@example.net,Manuel Paradise,Medellín,"Cr. 43 # 48-8 Este, Guachené, 152493",6465571473,4915912,10000,4925912,2023-02-14
12188,232,donald.spears1921,alberto42@example.com,Donald Spears,Cali,"Cl. 7 Bis P # 38-38 Sur, Caparrapí, 956159",6796041698,12359520,10000,12369520,2023-12-08
5354,233,clifton.carroll8069,mherrera@example.net,Clifton Carroll,Medellín,"Cl. 126 # 41-8 Sur, Arroyohondo, 918176",2095500859,4101856,10000,4111856,2023-10-14
4547,234,matthew.ballew9791,leonomaira@example.com,Matthew Ballew,Cali,"Av. carrera 98 # 8Y-16 Sur, Los Córdobas, 176690",9712191256,1825228,10000,1835228,2023-11-09
9076,235,marlon.golden9715,jaime83@example.org,Marlon Golden,Cali,"Transversal 180L # 69-43 Este, Villagómez, 689583",2604689059,8733328,10000,8743328,2023-07-08
11586,236,susan.olson5371,delgadojuan@example.com,Susan Olson,Medellín,"Cl. 3Q # 4-34 Este, Olaya, 151718",3566809989,30404912,10000,30414912,2023-10-17
11566,237,angela.mention696,stella33@example.com,Angela Mention,Cartagena,"Carrera 7ª # 13-3 Sur, Ragonvalia, 238996",5755556240,33037920,10000,33047920,2023-02-15
14720,238,raymond.ledezma1792,zmorales@example.com,Raymond Ledezma,Bogotá,"Carrera 135 # 9-46 Sur, Algarrobo, 858753",3107404472,17568250,10000,17578250,2023-01-30
4509,239,dorthy.hill7936,leidyvargas@example.com,Dorthy Hill,Bogotá,"Carrera 2 Este # 8-88, Padilla, 951480",431919283,1033752,10000,1043752,2023-07-04
12351,240,alan.smith494,mary59@example.com,Alan Smith,Cali,"Av. Alfonso Jhoan Villegas Reyes # 4-3 Sur, Chinavita, 978563",2196638074,8422400,10000,8432400,2023-12-31
843,241,ronald.nieman3541,garciajairo@example.org,Ronald Nieman,Medellín,"Cl. 2F Sur # 85-3, Cértegui, 707144",7098859518,17713312,10000,17723312,2023-03-12
13859,242,frederica.robinson7626,gallegoolga@example.net,Frederica Robinson,Bogotá,"Calle 24 # 6-34 Sur, Villa Rica, 869496",3812347404,3805668,10000,3815668,2023-02-15
13237,243,floyd.gardner3765,miguelperez@example.net,Floyd Gardner,Cartagena,"Diagonal 92 # 58-73 Este, Betéitiva, 259493",9925594728,1888830,10000,1898830,2023-12-25
14813,244,bennie.oney107,andreslopez@example.net,Bennie Oney,Cartagena,"Cl. 161 # 4-7 Sur, La Palma, 739542",2372082304,455950,10000,465950,2023-01-19
12833,245,david.phipps2068,janethrojas@example.com,David Phipps,Medellín,"Carrera 27 # 9B-75, Mitú, 854915",2754773952,31423077,10000,31433077,2023-05-18
10882,246,rafael.kenney6342,alejandropaz@example.org,Rafael Kenney,Medellín,"Transversal 22 # 2-41 Este, Corrales, 810349",1105879799,20798856,10000,20808856,2023-08-12
5588,247,nicholas.tidmore2429,humbertoguerra@example.com,Nicholas Tidmore,Cartagena,"Av. calle 15 # 99-8 Sur, Molagavita, 139004",5301620922,18826632,10000,18836632,2023-12-01
13907,248,barbara.cannon4784,layala@example.org,Barbara Cannon,Cali,"Tr. 57 # 97-8, Obando, 817352",8083586835,8715048,10000,8725048,2023-09-27
5168,249,helen.chu9567,carmencastillo@example.com,Helen Chu,Cartagena,"Tr. 30N # 54-22 Este, La Peña, 445656",4306370634,23695704,10000,23705704,2023-02-25
7456,250,janet.gray4249,jorjuela@example.com,Janet Gray,Cartagena,"Carrera 140 # 24-49 Este, Siachoque, 948811",7360198197,9006730,10000,9016730,2023-07-08
8445,251,richard.cron5680,salazarmaria@example.net,Richard Cron,Bogotá,"Tr. 37 # 45-3 Sur, Córdoba, 272698",2922784203,7508480,10000,7518480,2023-02-14
668,252,billy.castro7874,angiealzate@example.com,Billy Castro,Cali,"Calle 69 # 5-1 Sur, Montenegro, 475401",1983537498,14624275,10000,14634275,2023-06-08
14391,253,richard.major5183,srincon@example.net,Richard Major,Bogotá,"Cl. 31 # 1-1 Este, Gramalote, 974976",6098482851,12439300,10000,12449300,2023-12-09
1311,254,shona.chase7348,yuliana83@example.org,Shona Chase,Cali,"Calle 27 # 7-9, La Victoria, 138477",4175672083,24867648,10000,24877648,2023-11-11
1052,255,andrew.boyd715,ricardo85@example.com,Andrew Boyd,Medellín,"Carrera 8 Este # 5-8 Sur, San José de la Montaña, 689880",9838879631,8742424,10000,8752424,2023-08-10
12510,256,evelyn.owczarzak2168,ugutierrez@example.com,Evelyn Owczarzak,Cartagena,"Cl. 7ª # 75-63 Sur, El Carmen de Bolívar, 084416",8883687060,11141076,10000,11151076,2023-02-06
7498,257,christie.nagle1499,juan34@example.com,Christie Nagle,Cartagena,"Carrera 4ª # 8-9, Panqueba, 914324",6560419383,23281200,10000,23291200,2023-12-07
13448,258,kristin.paz4864,jose59@example.net,Kristin Paz,Medellín,"Cr. 7R Bis M # 93-8 Este, Puracé, 817007",6527725434,22371030,10000,22381030,2023-09-07
109,259,dessie.cunningham1032,xtovar@example.org,Dessie Cunningham,Cali,"Cr. 102F # 63-7, San Francisco, 544945",9799562616,23664704,10000,23674704,2023-04-21
5731,260,michelle.stone3109,pinzondavid@example.com,Michelle Stone,Cartagena,"Cr. 9ª # 6-8 Este, Papunahua, 521430",8364853988,9787425,10000,9797425,2023-01-25
11784,261,norman.yetsko5137,sotoever@example.com,Norman Yetsko,Cartagena,"Cl. 67 # 5-6 Este, Albán, 084947",6272253927,2642862,10000,2652862,2023-07-11
5716,262,ellen.yann2090,florezcecilia@example.com,Ellen Yann,Medellín,"Cr. 68 # 51-47 Sur, Palmar, 134364",2559924625,5127690,10000,5137690,2023-02-16
12850,263,heather.perkins6531,astrid11@example.org,Heather Perkins,Cartagena,"Carrera 49 # 29-96, Pijao, 157598",6915193599,8084259,10000,8094259,2023-03-23
591,264,myra.hancock2762,wgamboa@example.com,Myra Hancock,Medellín,"Avenida Bogotá, D.C. # 45Q-87 Este, Fresno, 192291",797722916,33030378,10000,33040378,2023-02-03
7337,265,mary.jenkins9838,isabel63@example.net,Mary Jenkins,Cali,"Cl. 67 # 61-3, El Charco, 441649",4651320815,588627,10000,598627,2023-07-09
832,266,edwin.moise632,jose16@example.net,Edwin Moise,Cali,"Diagonal 38 # 2-9 Sur, Momil, 478022",417425010,22955736,10000,22965736,2023-01-06
7788,267,eugene.culler8679,albertosoto@example.com,Eugene Culler,Cali,"Cl. 23 # 30Z-30 Este, Herrán, 175566",779450149,12576696,10000,12586696,2023-06-14
5331,268,hattie.comee5356,valentina03@example.net,Hattie Comee,Cali,"Av. calle 9ª # 43-54 Este, San Antonio, 057085",5234882695,4544160,10000,4554160,2023-05-14
10264,269,robin.smith8759,arteagamarcela@example.com,Robin Smith,Cali,"Cl. 150U # 16-12 Sur, Hobo, 443077",4340852806,6866825,10000,6876825,2023-08-13
9329,270,linda.aldridge3744,cardozomartha@example.net,Linda Aldridge,Bogotá,"Cl. 17P Este # 4-66, Roldanillo, 501008",4411376707,11896668,10000,11906668,2023-05-29
11242,271,bradford.colley3278,porozco@example.org,Bradford Colley,Bogotá,"Calle 101 # 67-2 Este, Tenjo, 683658",1807020310,10019844,10000,10029844,2023-11-03
6932,272,betty.lambert5412,fjaramillo@example.net,Betty Lambert,Cali,"Cr. 31 # 5-9, San José de Toluviejo, 709317",5401897496,6479613,10000,6489613,2023-04-22
2092,273,verna.acosta4005,mary62@example.org,Verna Acosta,Cali,"Carrera 25 # 5-6 Sur, Sevilla, 912007",5956785154,3430632,10000,3440632,2023-02-11
9487,274,thomas.standifer5047,javierfranco@example.org,Thomas Standifer,Cartagena,"Cr. 95 # 4-3 Este, Cumaral, 187172",1462176533,7160190,10000,7170190,2023-10-10
1694,275,james.pickens7807,barrioslucia@example.com,James Pickens,Cali,"Carrera 7Q # 2-1 Este, Yalí, 185784",3887958537,7969528,10000,7979528,2023-01-12
8667,276,shelly.ekstrom4008,wfranco@example.com,Shelly Ekstrom,Medellín,"Cr. 6ª # 22-9, Amalfi, 130265",6476079236,11118672,10000,11128672,2023-04-05
11150,277,basil.wagner2479,wlozano@example.com,Basil Wagner,Cali,"Av. Delgado # 48-3 Sur, Ricaurte, 548721",82586593,16929462,10000,16939462,2023-09-21
13811,278,bertha.backus8182,arizaandres@example.org,Bertha Backus,Bogotá,"Cl. 3L # 46-98 Sur, Sucre, 915847",3486275404,12337917,10000,12347917,2023-10-23
7955,279,elliott.parks8314,wlozano@example.org,Elliott Parks,Bogotá,"Cl. 24 # 4-4, El Cantón del San Pablo, 059775",839135768,3674552,10000,3684552,2023-01-01
5371,280,rachel.cline1612,correalady@example.net,Rachel Cline,Medellín,"Calle 4ª # 3-4 Este, San Andrés de Sotavento, 230601",6868616463,16053156,10000,16063156,2023-05-03
10906,281,leslie.ferguson5878,cbuitrago@example.net,Leslie Ferguson,Medellín,"Carrera 72W Sur # 6W-5 Este, Cocorná, 279868",8231202753,8505925,10000,8515925,2023-05-25
10475,282,jason.whitfield3028,hsaavedra@example.com,Jason Whitfield,Medellín,"Av. carrera 95 # 64-12, Rionegro, 706738",7863752286,13828332,10000,13838332,2023-04-24
